Alpha,Cl,Cd,Cm
-10.0,-0.29657678396936904,0.12558903546771794,-0.024897213872741412
-7.0,-0.30547635815839286,0.10315330563428131,-0.01417536167061939
-6.0,-0.3117248141176806,0.09554467585478817,-0.010482120277279296
-5.0,-0.3029438100129508,0.08701707236011136,-0.008958063050974406
-4.0,-0.27856393625613673,0.07744728589271391,-0.009026359964717139
-3.0,-0.24327510326114446,0.06782416083902539,-0.00873403980167009
-1.0,-0.23868502876531988,0.04939950213595891,0.026021742676929572
0.0,-0.16974608579348988,0.04058654281568665,0.026930875801380313
1.0,0.30914636116141614,0.04362749068659697,-0.07101958039437269
2.0,0.5085608840093196,0.04278660431480236,-0.08745036019619862
3.0,0.7936611139640007,0.04017406221903843,-0.11853678287682567
4.0,0.8786006401429723,0.045492144011074695,-0.1164123375905017
5.0,1.0389099247774745,0.04131523589467298,-0.11194741775087574
6.0,1.1828972252433008,0.0377237012580472,-0.10403312804955266
7.0,1.2691985094964329,0.0403926299254124,-0.09220827947243863
8.0,1.338580658872032,0.04570767126922779,-0.0834884677002839
9.0,1.3974392879473077,0.05374209957645485,-0.07605573128738086
10.0,1.4087963653755413,0.06736507189103651,-0.06762672336119258
13.0,1.0206549194912098,0.19075788884248637,-0.12269344060602717
14.0,0.7851887577643839,0.182923794546664,-0.0907355989877058
15.0,0.7966485809247399,0.1945830548007916,-0.09242847312539339
16.0,0.817959862638784,0.20764873286058452,-0.09400808691544234
17.0,0.8169586269226838,0.2167790982237939,-0.0970955892678896
19.0,0.8403517169339519,0.24154231793509418,-0.10268191507300442
20.0,0.849481401869487,0.25485187397535697,-0.10607215696270136
