r/R,twist (deg)
0.0,16.7037
0.0246734,17.6296
0.0507983,18.5926
0.0783745,19.5556
0.116836,20.8519
0.175617,21.1111
0.233672,20.0741
0.318578,17.8889
0.411466,15.9259
0.470247,15.037
0.529028,14.0741
0.597242,12.8519
0.689405,11.2963
0.72061,10.8889
0.824383,9.77778
0.880987,9.66667
0.941945,9.92593
1.0,8.37037
