r/R,c/R
0.0,0.17716
0.0594203,0.217901
0.118116,0.248148
0.176812,0.255556
0.235507,0.240741
0.294203,0.221605
0.352899,0.204321
0.412319,0.190123
0.471014,0.178395
0.52971,0.166049
0.588406,0.154938
0.647101,0.143827
0.706522,0.133333
0.764493,0.123457
0.823913,0.114815
0.881884,0.106173
0.941304,0.095679
1.0,0.054321
