r/R,c/R
0.1505827505827506, 0.08444141689373295
0.20000000000000007, 0.08836512261580381
0.2503496503496505, 0.09841961852861036
0.3006993006993008, 0.11068119891008174
0.35011655011655024, 0.1224523160762943
0.4004662004662006, 0.13471389645776569
0.4498834498834498, 0.14673024523160766
0.5002331002331002, 0.15653950953678478
0.5505827505827507, 0.16217983651226162
0.6000000000000001, 0.16414168937329704
0.6503496503496502, 0.16340599455040877
0.6997668997668998, 0.16046321525885562
0.7501165501165501, 0.15580381471389648
0.8004662004662004, 0.14942779291553138
0.84988344988345, 0.14158038147138968
0.9002331002331001, 0.13152588555858313
0.9496503496503497, 0.11779291553133515
0.9608391608391609, 0.11239782016348775
0.9701631701631703, 0.10405994550408719
0.9804195804195805, 0.09057220708446861
0.9897435897435898, 0.06776566757493185
0.9953379953379953, 0.048882833787465885
1.0000000000000002, 0.01
