r/R,twist (deg)
0.15162790697674486, 45.3809523809524
0.20093023255814021, 43.666666666666686
0.251162790697675, 39.809523809523824
0.3023255813953495, 36.71428571428573
0.3506976744186051, 35.047619047619065
0.40093023255813987, 33.857142857142875
0.45023255813953533, 32.666666666666686
0.5004651162790702, 31.047619047619065
0.5497674418604652, 29.190476190476208
0.6000000000000003, 27.47619047619049
0.6502325581395352, 26.047619047619058
0.7004651162790699, 24.904761904761916
0.7497674418604652, 23.90476190476192
0.7990697674418605, 23.000000000000018
0.8493023255813954, 22.095238095238106
0.9004651162790698, 21.333333333333343
0.9497674418604656, 20.666666666666668
0.9609302325581397, 20.57142857142858
0.9693023255813953, 20.476190476190485
0.9786046511627908, 20.38095238095239
0.9888372093023259, 20.285714285714292
1.0, 20.23809523809524
