r/R,twist (deg)
0.212,0.27170200665463445
0.21995959595959597,0.26943800970112486
0.2279191919191919,0.2671740127476153
0.23587878787878788,0.2649100157941058
0.24383838383838383,0.26264601884059624
0.2517979797979798,0.26038202188708665
0.25975757575757574,0.2581180249335771
0.26771717171717174,0.2558540279800675
0.2756767676767677,0.25359003102655797
0.28363636363636363,0.25132603407304843
0.2915959595959596,0.2490620371195389
0.2995555555555556,0.2467980401660293
0.3075151515151515,0.24453404321251976
0.31547474747474746,0.24227004625901022
0.3234343434343434,0.24000604930550065
0.3313939393939394,0.23774205235199108
0.33935353535353535,0.23547805539848154
0.3473131313131313,0.23321405844497198
0.3552727272727273,0.2309500614914624
0.36323232323232324,0.22868606453795287
0.3711919191919192,0.2264220675844433
0.37915151515151513,0.22415807063093376
0.38711111111111113,0.2218940736774242
0.3950707070707071,0.21963007672391466
0.403030303030303,0.2173660797704051
0.410989898989899,0.21510208281689552
0.41894949494949496,0.21283808586338598
0.4269090909090909,0.21057408890987642
0.43486868686868685,0.20831009195636685
0.44282828282828285,0.20604609500285728
0.4507878787878788,0.20378209804934774
0.45874747474747474,0.20151810109583818
0.4667070707070707,0.19925410414232864
0.4746666666666667,0.19699010718881907
0.4826262626262626,0.1947261102353095
0.49058585858585857,0.19246211328179996
0.49854545454545457,0.1901981163282904
0.5065050505050505,0.18793411937478086
0.5144646464646465,0.18567012242127126
0.5224242424242425,0.18340612546776172
0.5303838383838384,0.18114212851425218
0.5383434343434343,0.17887813156074261
0.5463030303030303,0.17661413460723308
0.5542626262626262,0.1743501376537235
0.5622222222222222,0.17208614070021397
0.5701818181818182,0.16982214374670437
0.5781414141414142,0.16755814679319483
0.5861010101010101,0.16529414983968527
0.5940606060606061,0.16303015288617573
0.602020202020202,0.16076615593266616
0.609979797979798,0.15850215897915662
0.6179393939393939,0.15623816202564705
0.6258989898989898,0.15397416507213751
0.6338585858585859,0.15171016811862792
0.6418181818181818,0.14944617116511838
0.6497777777777778,0.1471821742116088
0.6577373737373737,0.14491817725809927
0.6656969696969697,0.1426541803045897
0.6736565656565656,0.14039018335108017
0.6816161616161616,0.1381261863975706
0.6895757575757576,0.13586218944406103
0.6975353535353536,0.13359819249055147
0.7054949494949495,0.13133419553704193
0.7134545454545455,0.12907019858353236
0.7214141414141414,0.12680620163002282
0.7293737373737373,0.12454220467651325
0.7373333333333333,0.12227820772300371
0.7452929292929293,0.12001421076949412
0.7532525252525253,0.11775021381598458
0.7612121212121212,0.11548621686247501
0.7691717171717172,0.11322221990896547
0.7771313131313131,0.11095822295545593
0.7850909090909091,0.10869422600194636
0.793050505050505,0.10643022904843683
0.8010101010101011,0.10416623209492723
0.808969696969697,0.10190223514141769
0.816929292929293,0.09963823818790812
0.8248888888888889,0.09737424123439858
0.8328484848484848,0.09511024428088902
0.8408080808080808,0.09284624732737948
0.8487676767676767,0.09058225037386991
0.8567272727272728,0.08831825342036034
0.8646868686868687,0.08605425646685078
0.8726464646464647,0.08379025951334124
0.8806060606060606,0.0815262625598317
0.8885656565656566,0.0792622656063221
0.8965252525252525,0.07699826865281256
0.9044848484848484,0.07473427169930302
0.9124444444444444,0.07247027474579348
0.9204040404040404,0.07020627779228389
0.9283636363636364,0.06794228083877435
0.9363232323232323,0.06567828388526475
0.9442828282828283,0.06341428693175521
0.9522424242424242,0.061150289978245675
0.9602020202020202,0.058886293024736136
0.9681616161616161,0.05662229607122654
0.9761212121212122,0.054358299117717
0.9840808080808081,0.05209430216420741
0.9920404040404041,0.04983030521069787
1.0,0.04756630825718833
