r/R,twist (deg)
0.212,0.0
0.21995959595959597,0.0
0.2279191919191919,0.0
0.23587878787878788,0.0
0.24383838383838383,0.0
0.2517979797979798,0.0
0.25975757575757574,0.0
0.26771717171717174,0.0
0.2756767676767677,0.0
0.28363636363636363,0.0
0.2915959595959596,0.0
0.2995555555555556,0.0
0.3075151515151515,0.0
0.31547474747474746,0.0
0.3234343434343434,0.0
0.3313939393939394,0.0
0.33935353535353535,0.0
0.3473131313131313,0.0
0.3552727272727273,0.0
0.36323232323232324,0.0
0.3711919191919192,0.0
0.37915151515151513,0.0
0.38711111111111113,0.0
0.3950707070707071,0.0
0.403030303030303,0.0
0.410989898989899,0.0
0.41894949494949496,0.0
0.4269090909090909,0.0
0.43486868686868685,0.0
0.44282828282828285,0.0
0.4507878787878788,0.0
0.45874747474747474,0.0
0.4667070707070707,0.0
0.4746666666666667,0.0
0.4826262626262626,0.0
0.49058585858585857,0.0
0.49854545454545457,0.0
0.5065050505050505,0.0
0.5144646464646465,0.0
0.5224242424242425,0.0
0.5303838383838384,0.0
0.5383434343434343,0.0
0.5463030303030303,0.0
0.5542626262626262,0.0
0.5622222222222222,0.0
0.5701818181818182,0.0
0.5781414141414142,0.0
0.5861010101010101,0.0
0.5940606060606061,0.0
0.602020202020202,0.0
0.609979797979798,0.0
0.6179393939393939,0.0
0.6258989898989898,0.0
0.6338585858585859,0.0
0.6418181818181818,0.0
0.6497777777777778,0.0
0.6577373737373737,0.0
0.6656969696969697,0.0
0.6736565656565656,0.0
0.6816161616161616,0.0
0.6895757575757576,0.0
0.6975353535353536,0.0
0.7054949494949495,0.0
0.7134545454545455,0.0
0.7214141414141414,0.0
0.7293737373737373,0.0
0.7373333333333333,0.0
0.7452929292929293,0.0
0.7532525252525253,0.0
0.7612121212121212,0.0
0.7691717171717172,0.0
0.7771313131313131,0.0
0.7850909090909091,0.0
0.793050505050505,0.0
0.8010101010101011,0.0
0.808969696969697,0.0
0.816929292929293,0.0
0.8248888888888889,0.0
0.8328484848484848,0.0
0.8408080808080808,0.0
0.8487676767676767,0.0
0.8567272727272728,0.0
0.8646868686868687,0.0
0.8726464646464647,0.0
0.8806060606060606,0.0
0.8885656565656566,0.0
0.8965252525252525,0.0
0.9044848484848484,0.0
0.9124444444444444,0.0
0.9204040404040404,0.0
0.9283636363636364,0.0
0.9363232323232323,0.0
0.9442828282828283,0.0
0.9522424242424242,0.0
0.9602020202020202,0.0
0.9681616161616161,0.0
0.9761212121212122,0.0
0.9840808080808081,0.0
0.9920404040404041,0.0
1.0,0.0
