r/R,c/R
0.212,0.15
0.21995959595959597,0.15
0.2279191919191919,0.15
0.23587878787878788,0.15
0.24383838383838383,0.15
0.2517979797979798,0.15
0.25975757575757574,0.15
0.26771717171717174,0.15
0.2756767676767677,0.15
0.28363636363636363,0.15
0.2915959595959596,0.15
0.2995555555555556,0.15
0.3075151515151515,0.15
0.31547474747474746,0.15
0.3234343434343434,0.15
0.3313939393939394,0.15
0.33935353535353535,0.15
0.3473131313131313,0.15
0.3552727272727273,0.15
0.36323232323232324,0.15
0.3711919191919192,0.15
0.37915151515151513,0.15
0.38711111111111113,0.15
0.3950707070707071,0.15
0.403030303030303,0.15
0.410989898989899,0.15
0.41894949494949496,0.15
0.4269090909090909,0.15
0.43486868686868685,0.15
0.44282828282828285,0.15
0.4507878787878788,0.15
0.45874747474747474,0.15
0.4667070707070707,0.15
0.4746666666666667,0.15
0.4826262626262626,0.15
0.49058585858585857,0.15
0.49854545454545457,0.15
0.5065050505050505,0.14999153650543165
0.5144646464646465,0.14995814604176144
0.5224242424242425,0.14989938004846654
0.5303838383838384,0.1498151937061818
0.5383434343434343,0.14970552262392506
0.5463030303030303,0.14957028259169636
0.5542626262626262,0.14940936925483084
0.5622222222222222,0.14922265770714438
0.5701818181818182,0.14901000199913023
0.5781414141414142,0.14877123455662178
0.5861010101010101,0.14850616550441617
0.5940606060606061,0.148214581888335
0.602020202020202,0.14789624678806787
0.609979797979798,0.14755089831187057
0.6179393939393939,0.1471782484627519
0.6258989898989898,0.14677798186414387
0.6338585858585859,0.146349754331174
0.6418181818181818,0.14589319127149436
0.6497777777777778,0.14540788589712084
0.6577373737373737,0.14489339722582095
0.6656969696969697,0.1443492478471856
0.6736565656565656,0.1437749214245188
0.6816161616161616,0.14316985989896353
0.6895757575757576,0.1425334603566899
0.6975353535353536,0.1418650715133152
0.7054949494949495,0.14116398976176242
0.7134545454545455,0.14042945472019466
0.7214141414141414,0.13966064420510008
0.7293737373737373,0.13885666854056677
0.7373333333333333,0.138016564097649
0.7452929292929293,0.13713928593668737
0.7532525252525253,0.13622369939946188
0.7612121212121212,0.13526857046576168
0.7691717171717172,0.13427255464855187
0.7771313131313131,0.1332341841510119
0.7850909090909091,0.13215185294409837
0.793050505050505,0.13102379934059966
0.8010101010101011,0.12984808553494287
0.808969696969697,0.12862257343904576
0.816929292929293,0.12734489596174747
0.8248888888888889,0.12601242263644627
0.8328484848484848,0.12462221817503631
0.8408080808080808,0.12317099208181141
0.8487676767676767,0.12165503684796412
0.8567272727272728,0.1200701513891791
0.8646868686868687,0.11841154516815611
0.8726464646464647,0.1166737166765109
0.8806060606060606,0.11485029734085596
0.8885656565656566,0.11293384797950949
0.8965252525252525,0.11091558884547854
0.9044848484848484,0.10878503460786229
0.9124444444444444,0.1065294897365662
0.9204040404040404,0.10413333273019793
0.9283636363636364,0.10157696968272653
0.9363232323232323,0.09883524830898544
0.9442828282828283,0.09587494675441527
0.9522424242424242,0.09265057547810356
0.9602020202020202,0.08909685440133486
0.9681616161616161,0.08511392951689892
0.9761212121212122,0.08053430291867014
0.9840808080808081,0.07503259574860893
0.9920404040404041,0.06777215889165517
1.0,0.05
