DU 91-W2-250
   1.000000    .003250
    .990000    .006110
    .980001    .008904
    .970001    .011609
    .960000    .014243
    .950000    .016830
    .940000    .019394
    .930001    .021941
    .920000    .024478
    .910001    .027004
    .900000    .029524
    .875000    .035793
    .850000    .042013
    .825000    .048161
    .800000    .054259
    .775000    .060290
    .750000    .066212
    .725000    .072024
    .700000    .077735
    .675000    .083316
    .650000    .088735
    .625001    .093963
    .600000    .098970
    .575000    .103733
    .550000    .108226
    .525000    .112404
    .500000    .116225
    .475001    .119663
    .450000    .122671
    .440000    .123733
    .430000    .124706
    .420001    .125589
    .410001    .126380
    .400000    .127076
    .390000    .127676
    .380000    .128170
    .370000    .128545
    .360000    .128788
    .350000    .128881
    .340000    .128817
    .330001    .128597
    .320000    .128219
    .310000    .127685
    .300000    .127005
    .290000    .126178
    .280000    .125206
    .270000    .124092
    .260000    .122834
    .250001    .121433
    .240000    .119887
    .230001    .118194
    .220001    .116356
    .210000    .114368
    .200000    .112227
    .190000    .109931
    .180000    .107474
    .170000    .104854
    .160000    .102065
    .150000    .099096
    .140000    .095943
    .130000    .092592
    .120000    .089030
    .110000    .085240
    .100000    .081205
    .095000    .079086
    .090000    .076897
    .085000    .074632
    .080000    .072287
    .075000    .069857
    .070000    .067336
    .065000    .064716
    .060000    .061990
    .055000    .059150
    .050000    .056182
    .045000    .053068
    .040000    .049789
    .035000    .046322
    .030000    .042632
    .025000    .038672
    .020000    .034365
    .017500    .032049
    .015000    .029598
    .012500    .026976
    .010000    .024135
    .009000    .022921
    .008000    .021650
    .007000    .020314
    .006000    .018898
    .005000    .017378
    .004000    .015716
    .003000    .013855
    .002000    .011642
    .001750    .010983
    .001500    .010247
    .001250    .009419
    .001000    .008477
    .000750    .007363
    .000500    .006000
    .000400    .005355
    .000300    .004630
    .000200    .003775
    .000100    .002656
    .000000    .000000
    .000100   -.002714
    .000200   -.003875
    .000300   -.004746
    .000400   -.005497
    .000500   -.006155
    .000750   -.007568
    .001000   -.008771
    .001250   -.009832
    .001500   -.010792
    .001750   -.011669
    .002000   -.012487
    .003000   -.015311
    .004000   -.017668
    .005000   -.019728
    .006000   -.021583
    .007000   -.023285
    .008000   -.024862
    .009000   -.026345
    .010000   -.027756
    .012500   -.031027
    .015000   -.034023
    .017500   -.036811
    .020000   -.039431
    .025000   -.044265
    .030000   -.048639
    .035000   -.052632
    .040000   -.056310
    .045000   -.059721
    .050000   -.062915
    .055000   -.065921
    .060000   -.068765
    .065000   -.071470
    .070000   -.074045
    .075000   -.076511
    .080000   -.078874
    .085000   -.081143
    .090000   -.083326
    .095000   -.085427
    .100000   -.087446
    .110000   -.091264
    .120000   -.094799
    .130000   -.098069
    .140000   -.101088
    .150000   -.103874
    .160000   -.106438
    .170000   -.108790
    .180000   -.110932
    .190000   -.112874
    .200000   -.114622
    .210000   -.116183
    .220000   -.117566
    .230000   -.118775
    .240000   -.119814
    .250000   -.120687
    .260000   -.121395
    .270000   -.121938
    .280000   -.122320
    .290000   -.122543
    .300000   -.122609
    .310000   -.122520
    .320000   -.122282
    .330000   -.121895
    .340000   -.121361
    .350000   -.120685
    .360000   -.119876
    .370000   -.118932
    .380000   -.117852
    .390000   -.116643
    .399999   -.115304
    .410000   -.113835
    .420000   -.112233
    .430000   -.110494
    .440000   -.108621
    .450000   -.106617
    .475000   -.101043
    .500000   -.094712
    .525000   -.087707
    .550000   -.080121
    .574999   -.072057
    .600000   -.063606
    .625000   -.054878
    .650000   -.046021
    .675000   -.037220
    .700000   -.028667
    .724999   -.020553
    .750000   -.013080
    .774999   -.006458
    .800000   -.000882
    .825000    .003504
    .849999    .006612
    .875000    .008392
    .900000    .008777
    .910000    .008520
    .920000    .008015
    .930000    .007262
    .940000    .006269
    .950000    .005053
    .960000    .003643
    .970000    .002067
    .980000    .000360
    .990000   -.001433
   1.000000   -.003250
